거래일자,거래시간,지역,연료원,전력거래량(MWh)
2024-01-28,19,제주도,태양광,4.593846
2024-01-28,20,제주도,태양광,6.936644
2024-01-28,21,제주도,태양광,4.59724
2024-01-28,22,제주도,태양광,2.328248
2024-01-28,23,제주도,태양광,0.489092
2024-01-28,24,제주도,태양광,0.000344
2024-01-28,1,충청남도,태양광,0.92496
2024-01-28,2,충청남도,태양광,0.39816
2024-01-28,3,충청남도,태양광,0.02796
2024-01-28,4,충청남도,태양광,0.00064
2024-01-28,5,충청남도,태양광,0.00016
2024-01-28,6,충청남도,태양광,0.00016
2024-01-28,7,충청남도,태양광,0.00016
2024-01-28,8,충청남도,태양광,1.009459
2024-01-28,9,충청남도,태양광,62.933507
2024-01-28,10,충청남도,태양광,199.17629
2024-01-28,11,충청남도,태양광,315.195758
2024-01-28,12,충청남도,태양광,315.468763
2024-01-28,13,충청남도,태양광,377.419717
2024-01-28,14,충청남도,태양광,400.851293
2024-01-28,15,충청남도,태양광,301.576534
2024-01-28,16,충청남도,태양광,250.644216
2024-01-28,17,충청남도,태양광,221.249036
2024-01-28,18,충청남도,태양광,141.371983
2024-01-28,19,충청남도,태양광,107.015605
2024-01-28,20,충청남도,태양광,47.467649
2024-01-28,21,충청남도,태양광,17.475145
2024-01-28,22,충청남도,태양광,8.272858
2024-01-28,23,충청남도,태양광,4.722755
2024-01-28,24,충청남도,태양광,1.02484
2024-01-28,1,충청북도,태양광,0.5412
2024-01-28,2,충청북도,태양광,0
2024-01-28,3,충청북도,태양광,0
2024-01-28,4,충청북도,태양광,0.2436
2024-01-28,5,충청북도,태양광,0.2642
2024-01-28,6,충청북도,태양광,0.2642
2024-01-28,7,충청북도,태양광,0.2096
2024-01-28,8,충청북도,태양광,0.499109
2024-01-28,9,충청북도,태양광,21.00792
2024-01-28,10,충청북도,태양광,73.630154
2024-01-28,11,충청북도,태양광,126.924584
2024-01-28,12,충청북도,태양광,142.840855
2024-01-28,13,충청북도,태양광,118.781102
2024-01-28,14,충청북도,태양광,111.513241
2024-01-28,15,충청북도,태양광,100.924279
2024-01-28,16,충청북도,태양광,88.773466
2024-01-28,17,충청북도,태양광,72.411544
2024-01-28,18,충청북도,태양광,45.308471
2024-01-28,19,충청북도,태양광,38.002265
2024-01-28,20,충청북도,태양광,25.448322
2024-01-28,21,충청북도,태양광,12.33667
2024-01-28,22,충청북도,태양광,5.702513
2024-01-28,23,충청북도,태양광,3.842376
2024-01-28,24,충청북도,태양광,1.76186
2024-01-29,1,강원도,태양광,0.497608
2024-01-29,2,강원도,태양광,0.0224
2024-01-29,3,강원도,태양광,0.0244
2024-01-29,4,강원도,태양광,0.0002
2024-01-29,5,강원도,태양광,0
2024-01-29,6,강원도,태양광,0
2024-01-29,7,강원도,태양광,0
2024-01-29,8,강원도,태양광,1.160806
2024-01-29,9,강원도,태양광,43.142041
2024-01-29,10,강원도,태양광,148.892194
2024-01-29,11,강원도,태양광,252.754709
2024-01-29,12,강원도,태양광,317.176618
2024-01-29,13,강원도,태양광,348.95307
2024-01-29,14,강원도,태양광,354.737125
2024-01-29,15,강원도,태양광,325.189687
2024-01-29,16,강원도,태양광,247.766486
2024-01-29,17,강원도,태양광,130.13649
2024-01-29,18,강원도,태양광,57.51762
2024-01-29,19,강원도,태양광,63.219244
2024-01-29,20,강원도,태양광,71.936036
2024-01-29,21,강원도,태양광,49.681034
2024-01-29,22,강원도,태양광,21.513593
2024-01-29,23,강원도,태양광,6.695662
2024-01-29,24,강원도,태양광,2.722898
2024-01-29,1,경기도,태양광,0.0099
2024-01-29,2,경기도,태양광,0
2024-01-29,3,경기도,태양광,0
2024-01-29,4,경기도,태양광,0
2024-01-29,5,경기도,태양광,0
2024-01-29,6,경기도,태양광,0
2024-01-29,7,경기도,태양광,0
2024-01-29,8,경기도,태양광,0.35494
2024-01-29,9,경기도,태양광,21.285292
2024-01-29,10,경기도,태양광,87.569486
2024-01-29,11,경기도,태양광,148.387093
2024-01-29,12,경기도,태양광,187.634243
2024-01-29,13,경기도,태양광,200.658872
2024-01-29,14,경기도,태양광,196.297668
2024-01-29,15,경기도,태양광,179.853521
2024-01-29,16,경기도,태양광,136.954326
2024-01-29,17,경기도,태양광,71.80488
2024-01-29,18,경기도,태양광,24.93304
2024-01-29,19,경기도,태양광,18.443534
2024-01-29,20,경기도,태양광,17.543042
2024-01-29,21,경기도,태양광,11.815184
2024-01-29,22,경기도,태양광,7.261768
2024-01-29,23,경기도,태양광,4.212766
2024-01-29,24,경기도,태양광,0.882642
2024-01-29,1,경상남도,태양광,0.39288
2024-01-29,2,경상남도,태양광,0.08
2024-01-29,3,경상남도,태양광,0.00576
2024-01-29,4,경상남도,태양광,0
2024-01-29,5,경상남도,태양광,0
2024-01-29,6,경상남도,태양광,0
2024-01-29,7,경상남도,태양광,0
2024-01-29,8,경상남도,태양광,1.8219
2024-01-29,9,경상남도,태양광,47.399739
2024-01-29,10,경상남도,태양광,147.799818
2024-01-29,11,경상남도,태양광,231.941866
2024-01-29,12,경상남도,태양광,290.19764
2024-01-29,13,경상남도,태양광,319.271267
2024-01-29,14,경상남도,태양광,323.954971
2024-01-29,15,경상남도,태양광,294.005805
2024-01-29,16,경상남도,태양광,222.786344
2024-01-29,17,경상남도,태양광,117.346132
2024-01-29,18,경상남도,태양광,37.88548
2024-01-29,19,경상남도,태양광,29.794014
2024-01-29,20,경상남도,태양광,30.318132
2024-01-29,21,경상남도,태양광,21.968722
2024-01-29,22,경상남도,태양광,13.205754
2024-01-29,23,경상남도,태양광,5.218658
2024-01-29,24,경상남도,태양광,1.262156
2024-01-29,1,경상북도,태양광,0.115975
2024-01-29,2,경상북도,태양광,0.037815
2024-01-29,3,경상북도,태양광,0
2024-01-29,4,경상북도,태양광,0
2024-01-29,5,경상북도,태양광,0
2024-01-29,6,경상북도,태양광,0
2024-01-29,7,경상북도,태양광,0.01008
2024-01-29,8,경상북도,태양광,2.58325
2024-01-29,9,경상북도,태양광,66.744693
2024-01-29,10,경상북도,태양광,216.286791
2024-01-29,11,경상북도,태양광,342.342017
2024-01-29,12,경상북도,태양광,431.911453
2024-01-29,13,경상북도,태양광,474.184096
2024-01-29,14,경상북도,태양광,486.536522
2024-01-29,15,경상북도,태양광,451.784462
2024-01-29,16,경상북도,태양광,342.165791
2024-01-29,17,경상북도,태양광,177.789019
2024-01-29,18,경상북도,태양광,55.196269
2024-01-29,19,경상북도,태양광,66.791121
2024-01-29,20,경상북도,태양광,71.626206
2024-01-29,21,경상북도,태양광,57.382777
2024-01-29,22,경상북도,태양광,33.884841
2024-01-29,23,경상북도,태양광,10.348259
2024-01-29,24,경상북도,태양광,1.703299
2024-01-29,1,광주시,태양광,0
2024-01-29,2,광주시,태양광,0
2024-01-29,3,광주시,태양광,0
2024-01-29,4,광주시,태양광,0
2024-01-29,5,광주시,태양광,0
2024-01-29,6,광주시,태양광,0
2024-01-29,7,광주시,태양광,0
2024-01-29,8,광주시,태양광,0.100532
2024-01-29,9,광주시,태양광,4.507205
2024-01-29,10,광주시,태양광,14.252465
2024-01-29,11,광주시,태양광,27.941212
2024-01-29,12,광주시,태양광,37.010297
2024-01-29,13,광주시,태양광,43.579388
2024-01-29,14,광주시,태양광,44.111852
2024-01-29,15,광주시,태양광,39.264221
2024-01-29,16,광주시,태양광,29.501667
2024-01-29,17,광주시,태양광,15.898458
2024-01-29,18,광주시,태양광,4.751186
2024-01-29,19,광주시,태양광,2.159072
2024-01-29,20,광주시,태양광,1.67632
2024-01-29,21,광주시,태양광,0.76248
2024-01-29,22,광주시,태양광,0.54082
2024-01-29,23,광주시,태양광,0.37798
2024-01-29,24,광주시,태양광,0.13296
2024-01-29,1,대구시,태양광,0
2024-01-29,2,대구시,태양광,0
2024-01-29,3,대구시,태양광,0
2024-01-29,4,대구시,태양광,0
2024-01-29,5,대구시,태양광,0
2024-01-29,6,대구시,태양광,0
2024-01-29,7,대구시,태양광,0
2024-01-29,8,대구시,태양광,0.143596
2024-01-29,9,대구시,태양광,5.092316
2024-01-29,10,대구시,태양광,16.464065
2024-01-29,11,대구시,태양광,26.046307
2024-01-29,12,대구시,태양광,32.141965
2024-01-29,13,대구시,태양광,35.15623
2024-01-29,14,대구시,태양광,35.111915
2024-01-29,15,대구시,태양광,31.892101
2024-01-29,16,대구시,태양광,23.573446
2024-01-29,17,대구시,태양광,11.998374
2024-01-29,18,대구시,태양광,3.245186
2024-01-29,19,대구시,태양광,2.364652
2024-01-29,20,대구시,태양광,1.807548
2024-01-29,21,대구시,태양광,0.7895
2024-01-29,22,대구시,태양광,0.15264
2024-01-29,23,대구시,태양광,0
2024-01-29,24,대구시,태양광,0
2024-01-29,1,대전시,태양광,0
2024-01-29,2,대전시,태양광,0
2024-01-29,3,대전시,태양광,0
2024-01-29,4,대전시,태양광,0
2024-01-29,5,대전시,태양광,0
2024-01-29,6,대전시,태양광,0
2024-01-29,7,대전시,태양광,0
2024-01-29,8,대전시,태양광,0.0018
2024-01-29,9,대전시,태양광,0.237885
2024-01-29,10,대전시,태양광,2.111207
2024-01-29,11,대전시,태양광,5.958405
2024-01-29,12,대전시,태양광,7.317921
2024-01-29,13,대전시,태양광,8.050046
2024-01-29,14,대전시,태양광,8.220964
2024-01-29,15,대전시,태양광,7.014539
2024-01-29,16,대전시,태양광,5.155176
2024-01-29,17,대전시,태양광,2.440424
2024-01-29,18,대전시,태양광,0.34815
2024-01-29,19,대전시,태양광,0
2024-01-29,20,대전시,태양광,0
2024-01-29,21,대전시,태양광,0
2024-01-29,22,대전시,태양광,0
2024-01-29,23,대전시,태양광,0
2024-01-29,24,대전시,태양광,0
2024-01-29,1,부산시,태양광,0
2024-01-29,2,부산시,태양광,0
2024-01-29,3,부산시,태양광,0
2024-01-29,4,부산시,태양광,0
2024-01-29,5,부산시,태양광,0
2024-01-29,6,부산시,태양광,0
2024-01-29,7,부산시,태양광,0
2024-01-29,8,부산시,태양광,0.557816
2024-01-29,9,부산시,태양광,10.98724
2024-01-29,10,부산시,태양광,33.553381
2024-01-29,11,부산시,태양광,52.418101
2024-01-29,12,부산시,태양광,65.488107
2024-01-29,13,부산시,태양광,70.834465
2024-01-29,14,부산시,태양광,69.145714
2024-01-29,15,부산시,태양광,60.758439
2024-01-29,16,부산시,태양광,43.345866
2024-01-29,17,부산시,태양광,20.531054
2024-01-29,18,부산시,태양광,4.348812
2024-01-29,19,부산시,태양광,3.112238
2024-01-29,20,부산시,태양광,2.982896
2024-01-29,21,부산시,태양광,1.76416
2024-01-29,22,부산시,태양광,0.20222
2024-01-29,23,부산시,태양광,0.05654
2024-01-29,24,부산시,태양광,0.02352
2024-01-29,1,서울시,태양광,0
2024-01-29,2,서울시,태양광,0
2024-01-29,3,서울시,태양광,0
2024-01-29,4,서울시,태양광,0
2024-01-29,5,서울시,태양광,0
2024-01-29,6,서울시,태양광,0
2024-01-29,7,서울시,태양광,0
2024-01-29,8,서울시,태양광,0.01003
2024-01-29,9,서울시,태양광,1.03322
2024-01-29,10,서울시,태양광,4.269878
2024-01-29,11,서울시,태양광,7.8786
2024-01-29,12,서울시,태양광,9.736103
2024-01-29,13,서울시,태양광,10.814199
2024-01-29,14,서울시,태양광,10.579829
2024-01-29,15,서울시,태양광,9.297887
2024-01-29,16,서울시,태양광,6.749786
2024-01-29,17,서울시,태양광,3.094013
2024-01-29,18,서울시,태양광,0.383199
2024-01-29,19,서울시,태양광,0.071044
2024-01-29,20,서울시,태양광,0.16236
2024-01-29,21,서울시,태양광,0.16456
2024-01-29,22,서울시,태양광,0.16464
2024-01-29,23,서울시,태양광,0.12576
2024-01-29,24,서울시,태양광,0.00348
2024-01-29,1,세종시,태양광,0
2024-01-29,2,세종시,태양광,0
2024-01-29,3,세종시,태양광,0
2024-01-29,4,세종시,태양광,0
2024-01-29,5,세종시,태양광,0
2024-01-29,6,세종시,태양광,0
2024-01-29,7,세종시,태양광,0
2024-01-29,8,세종시,태양광,0.008516
2024-01-29,9,세종시,태양광,0.836873
2024-01-29,10,세종시,태양광,6.438885
2024-01-29,11,세종시,태양광,11.927174
2024-01-29,12,세종시,태양광,15.559139
2024-01-29,13,세종시,태양광,16.996327
2024-01-29,14,세종시,태양광,17.688177
2024-01-29,15,세종시,태양광,15.488179
2024-01-29,16,세종시,태양광,11.700745
2024-01-29,17,세종시,태양광,6.861789
2024-01-29,18,세종시,태양광,2.444084
2024-01-29,19,세종시,태양광,1.628999
2024-01-29,20,세종시,태양광,1.587607
2024-01-29,21,세종시,태양광,0.759401
2024-01-29,22,세종시,태양광,0.038086
2024-01-29,23,세종시,태양광,0
2024-01-29,24,세종시,태양광,0
2024-01-29,1,울산시,태양광,0
2024-01-29,2,울산시,태양광,0
2024-01-29,3,울산시,태양광,0
2024-01-29,4,울산시,태양광,0
2024-01-29,5,울산시,태양광,0
2024-01-29,6,울산시,태양광,0
2024-01-29,7,울산시,태양광,0
2024-01-29,8,울산시,태양광,0.320008
2024-01-29,9,울산시,태양광,5.102711
2024-01-29,10,울산시,태양광,14.457076
2024-01-29,11,울산시,태양광,25.430934
2024-01-29,12,울산시,태양광,29.956146
2024-01-29,13,울산시,태양광,34.282138
2024-01-29,14,울산시,태양광,30.708091
2024-01-29,15,울산시,태양광,25.957382
2024-01-29,16,울산시,태양광,18.550327
2024-01-29,17,울산시,태양광,8.07314
2024-01-29,18,울산시,태양광,1.196032
2024-01-29,19,울산시,태양광,0.233987
2024-01-29,20,울산시,태양광,0.42292
2024-01-29,21,울산시,태양광,0.43032
2024-01-29,22,울산시,태양광,0.35284
2024-01-29,23,울산시,태양광,0.0816
2024-01-29,24,울산시,태양광,0
2024-01-29,1,인천시,태양광,0
2024-01-29,2,인천시,태양광,0
2024-01-29,3,인천시,태양광,0
2024-01-29,4,인천시,태양광,0
2024-01-29,5,인천시,태양광,0
2024-01-29,6,인천시,태양광,0
2024-01-29,7,인천시,태양광,0
2024-01-29,8,인천시,태양광,0.047614
2024-01-29,9,인천시,태양광,3.217434
2024-01-29,10,인천시,태양광,11.582508
2024-01-29,11,인천시,태양광,17.060407
2024-01-29,12,인천시,태양광,20.922049
2024-01-29,13,인천시,태양광,27.030215
2024-01-29,14,인천시,태양광,29.157914
2024-01-29,15,인천시,태양광,27.313163
2024-01-29,16,인천시,태양광,20.435351
2024-01-29,17,인천시,태양광,10.71247
2024-01-29,18,인천시,태양광,3.733184
2024-01-29,19,인천시,태양광,0.787474
2024-01-29,20,인천시,태양광,0.630362
2024-01-29,21,인천시,태양광,0.074147
2024-01-29,22,인천시,태양광,0.00472
2024-01-29,23,인천시,태양광,0
2024-01-29,24,인천시,태양광,0.00008
2024-01-29,1,전라남도,태양광,0.51154
2024-01-29,2,전라남도,태양광,0.08802
2024-01-29,3,전라남도,태양광,0.012336
2024-01-29,4,전라남도,태양광,0
2024-01-29,5,전라남도,태양광,0
2024-01-29,6,전라남도,태양광,0
2024-01-29,7,전라남도,태양광,0
2024-01-29,8,전라남도,태양광,7.103947
2024-01-29,9,전라남도,태양광,196.673324
2024-01-29,10,전라남도,태양광,625.585621
2024-01-29,11,전라남도,태양광,972.54825
2024-01-29,12,전라남도,태양광,1190.932827
2024-01-29,13,전라남도,태양광,1462.418785
2024-01-29,14,전라남도,태양광,1666.856712
2024-01-29,15,전라남도,태양광,1739.248378
2024-01-29,16,전라남도,태양광,1381.067082
2024-01-29,17,전라남도,태양광,1000.49091
2024-01-29,18,전라남도,태양광,607.234032
2024-01-29,19,전라남도,태양광,519.896427
2024-01-29,20,전라남도,태양광,467.066315
2024-01-29,21,전라남도,태양광,326.377785
2024-01-29,22,전라남도,태양광,63.951763
2024-01-29,23,전라남도,태양광,14.784038
2024-01-29,24,전라남도,태양광,3.643669
2024-01-29,1,전라북도,태양광,0.197304
2024-01-29,2,전라북도,태양광,0.031404
2024-01-29,3,전라북도,태양광,0
2024-01-29,4,전라북도,태양광,0
2024-01-29,5,전라북도,태양광,0
2024-01-29,6,전라북도,태양광,0
2024-01-29,7,전라북도,태양광,0
2024-01-29,8,전라북도,태양광,0.46764
2024-01-29,9,전라북도,태양광,25.120056
2024-01-29,10,전라북도,태양광,210.080827
2024-01-29,11,전라북도,태양광,372.925303
2024-01-29,12,전라북도,태양광,482.50557
2024-01-29,13,전라북도,태양광,539.629231
2024-01-29,14,전라북도,태양광,535.273807
2024-01-29,15,전라북도,태양광,506.456066
2024-01-29,16,전라북도,태양광,386.439308
2024-01-29,17,전라북도,태양광,217.353751
2024-01-29,18,전라북도,태양광,79.369588
2024-01-29,19,전라북도,태양광,60.726892
2024-01-29,20,전라북도,태양광,60.628392
2024-01-29,21,전라북도,태양광,41.865922
2024-01-29,22,전라북도,태양광,21.342872
2024-01-29,23,전라북도,태양광,10.244781
2024-01-29,24,전라북도,태양광,2.729304
2024-01-29,1,제주도,태양광,0.00036
2024-01-29,2,제주도,태양광,0.00138
2024-01-29,3,제주도,태양광,0.000404
2024-01-29,4,제주도,태양광,0.000376
2024-01-29,5,제주도,태양광,0.00044
2024-01-29,6,제주도,태양광,0.00046
2024-01-29,7,제주도,태양광,0.000328
2024-01-29,8,제주도,태양광,1.819762
2024-01-29,9,제주도,태양광,42.768549
2024-01-29,10,제주도,태양광,122.526139
2024-01-29,11,제주도,태양광,187.60243
2024-01-29,12,제주도,태양광,232.837928
2024-01-29,13,제주도,태양광,279.7091
2024-01-29,14,제주도,태양광,233.244289
2024-01-29,15,제주도,태양광,170.096956
2024-01-29,16,제주도,태양광,145.047846
2024-01-29,17,제주도,태양광,94.145954
2024-01-29,18,제주도,태양광,19.923128
2024-01-29,19,제주도,태양광,4.740535
2024-01-29,20,제주도,태양광,7.456466
2024-01-29,21,제주도,태양광,6.542117
2024-01-29,22,제주도,태양광,3.170054
2024-01-29,23,제주도,태양광,0.448109
2024-01-29,24,제주도,태양광,0.000344
2024-01-29,1,충청남도,태양광,0.61856
2024-01-29,2,충청남도,태양광,0.02028
2024-01-29,3,충청남도,태양광,0.00036
2024-01-29,4,충청남도,태양광,0.00016
2024-01-29,5,충청남도,태양광,0.00016
2024-01-29,6,충청남도,태양광,0.0004
2024-01-29,7,충청남도,태양광,0.00024
2024-01-29,8,충청남도,태양광,1.558932
2024-01-29,9,충청남도,태양광,75.575895
2024-01-29,10,충청남도,태양광,256.369545
2024-01-29,11,충청남도,태양광,366.523734
2024-01-29,12,충청남도,태양광,499.630561
2024-01-29,13,충청남도,태양광,521.004156
2024-01-29,14,충청남도,태양광,508.568249
2024-01-29,15,충청남도,태양광,503.437611
2024-01-29,16,충청남도,태양광,480.549533
2024-01-29,17,충청남도,태양광,316.445173
2024-01-29,18,충청남도,태양광,158.173756
2024-01-29,19,충청남도,태양광,122.565008
2024-01-29,20,충청남도,태양광,84.075421
2024-01-29,21,충청남도,태양광,41.574067
2024-01-29,22,충청남도,태양광,19.910243
2024-01-29,23,충청남도,태양광,7.895192
2024-01-29,24,충청남도,태양광,2.09686
2024-01-29,1,충청북도,태양광,0.53588
2024-01-29,2,충청북도,태양광,0
2024-01-29,3,충청북도,태양광,0
2024-01-29,4,충청북도,태양광,0.2436
2024-01-29,5,충청북도,태양광,0.2646
2024-01-29,6,충청북도,태양광,0.106
2024-01-29,7,충청북도,태양광,0
2024-01-29,8,충청북도,태양광,0.304083
2024-01-29,9,충청북도,태양광,14.571719
2024-01-29,10,충청북도,태양광,61.162934
2024-01-29,11,충청북도,태양광,119.916916
2024-01-29,12,충청북도,태양광,163.052721
2024-01-29,13,충청북도,태양광,184.949127
2024-01-29,14,충청북도,태양광,185.383229
2024-01-29,15,충청북도,태양광,175.275075
2024-01-29,16,충청북도,태양광,140.219068
2024-01-29,17,충청북도,태양광,88.151112
2024-01-29,18,충청북도,태양광,47.49057
2024-01-29,19,충청북도,태양광,42.961213
2024-01-29,20,충청북도,태양광,36.943269
2024-01-29,21,충청북도,태양광,21.709475
2024-01-29,22,충청북도,태양광,8.833654
2024-01-29,23,충청북도,태양광,5.171744
2024-01-29,24,충청북도,태양광,2.245232
2024-01-30,1,강원도,태양광,0.5063
2024-01-30,2,강원도,태양광,0.0238
2024-01-30,3,강원도,태양광,0.0244
2024-01-30,4,강원도,태양광,0.0004
2024-01-30,5,강원도,태양광,0.0002
2024-01-30,6,강원도,태양광,0
2024-01-30,7,강원도,태양광,0.081
2024-01-30,8,강원도,태양광,1.543759
2024-01-30,9,강원도,태양광,49.238266
2024-01-30,10,강원도,태양광,167.79873
2024-01-30,11,강원도,태양광,260.142661
2024-01-30,12,강원도,태양광,321.154729
2024-01-30,13,강원도,태양광,345.288645
2024-01-30,14,강원도,태양광,353.739336
2024-01-30,15,강원도,태양광,309.539176
2024-01-30,16,강원도,태양광,210.719762
2024-01-30,17,강원도,태양광,112.912212
2024-01-30,18,강원도,태양광,59.923046
2024-01-30,19,강원도,태양광,62.69477
2024-01-30,20,강원도,태양광,72.330547
2024-01-30,21,강원도,태양광,49.904981
2024-01-30,22,강원도,태양광,22.679987
2024-01-30,23,강원도,태양광,7.89963
2024-01-30,24,강원도,태양광,2.13957
2024-01-30,1,경기도,태양광,0.086628
2024-01-30,2,경기도,태양광,0.00028
2024-01-30,3,경기도,태양광,0
2024-01-30,4,경기도,태양광,0
2024-01-30,5,경기도,태양광,0
2024-01-30,6,경기도,태양광,0
2024-01-30,7,경기도,태양광,0
2024-01-30,8,경기도,태양광,0.41804
2024-01-30,9,경기도,태양광,22.532334
2024-01-30,10,경기도,태양광,88.756638
2024-01-30,11,경기도,태양광,149.140574
2024-01-30,12,경기도,태양광,189.192544
2024-01-30,13,경기도,태양광,206.681578
2024-01-30,14,경기도,태양광,199.358911
2024-01-30,15,경기도,태양광,170.756773
2024-01-30,16,경기도,태양광,122.091774
2024-01-30,17,경기도,태양광,65.933343
2024-01-30,18,경기도,태양광,27.641085
2024-01-30,19,경기도,태양광,18.719011
2024-01-30,20,경기도,태양광,18.941516
2024-01-30,21,경기도,태양광,12.182868
2024-01-30,22,경기도,태양광,7.275866
2024-01-30,23,경기도,태양광,4.32859
2024-01-30,24,경기도,태양광,0.900713
2024-01-30,1,경상남도,태양광,0.274768
2024-01-30,2,경상남도,태양광,0.0788
2024-01-30,3,경상남도,태양광,0.00376
2024-01-30,4,경상남도,태양광,0
2024-01-30,5,경상남도,태양광,0
2024-01-30,6,경상남도,태양광,0
2024-01-30,7,경상남도,태양광,0
2024-01-30,8,경상남도,태양광,1.278569
2024-01-30,9,경상남도,태양광,43.36109
2024-01-30,10,경상남도,태양광,139.916381
2024-01-30,11,경상남도,태양광,230.149685
2024-01-30,12,경상남도,태양광,285.438993
2024-01-30,13,경상남도,태양광,310.047102
2024-01-30,14,경상남도,태양광,307.145312
2024-01-30,15,경상남도,태양광,256.506838
2024-01-30,16,경상남도,태양광,145.457394
2024-01-30,17,경상남도,태양광,57.803266
2024-01-30,18,경상남도,태양광,30.348177
2024-01-30,19,경상남도,태양광,29.734603
2024-01-30,20,경상남도,태양광,27.023655
2024-01-30,21,경상남도,태양광,20.179149
2024-01-30,22,경상남도,태양광,12.597092
2024-01-30,23,경상남도,태양광,4.871575
2024-01-30,24,경상남도,태양광,1.47414
2024-01-30,1,경상북도,태양광,0.113207
2024-01-30,2,경상북도,태양광,0.038935
2024-01-30,3,경상북도,태양광,0
2024-01-30,4,경상북도,태양광,0
2024-01-30,5,경상북도,태양광,0
2024-01-30,6,경상북도,태양광,0.01008
2024-01-30,7,경상북도,태양광,0
2024-01-30,8,경상북도,태양광,2.851727
2024-01-30,9,경상북도,태양광,69.601339
2024-01-30,10,경상북도,태양광,220.811095
2024-01-30,11,경상북도,태양광,338.975671
2024-01-30,12,경상북도,태양광,410.379224
2024-01-30,13,경상북도,태양광,441.042471
2024-01-30,14,경상북도,태양광,450.398647
2024-01-30,15,경상북도,태양광,409.356623
2024-01-30,16,경상북도,태양광,306.909068
2024-01-30,17,경상북도,태양광,160.36115
2024-01-30,18,경상북도,태양광,53.519481
2024-01-30,19,경상북도,태양광,66.825012
2024-01-30,20,경상북도,태양광,70.737882
2024-01-30,21,경상북도,태양광,55.43825
2024-01-30,22,경상북도,태양광,33.037753
2024-01-30,23,경상북도,태양광,9.779642
2024-01-30,24,경상북도,태양광,1.644894
2024-01-30,1,광주시,태양광,0
2024-01-30,2,광주시,태양광,0
2024-01-30,3,광주시,태양광,0
2024-01-30,4,광주시,태양광,0
2024-01-30,5,광주시,태양광,0
2024-01-30,6,광주시,태양광,0
2024-01-30,7,광주시,태양광,0
2024-01-30,8,광주시,태양광,0.074766
2024-01-30,9,광주시,태양광,3.247002
2024-01-30,10,광주시,태양광,17.072247
2024-01-30,11,광주시,태양광,32.774215
2024-01-30,12,광주시,태양광,39.998865
2024-01-30,13,광주시,태양광,43.687762
2024-01-30,14,광주시,태양광,40.080769
2024-01-30,15,광주시,태양광,24.041769
2024-01-30,16,광주시,태양광,9.104651
2024-01-30,17,광주시,태양광,5.501191
2024-01-30,18,광주시,태양광,2.783699
2024-01-30,19,광주시,태양광,2.29824
2024-01-30,20,광주시,태양광,1.64856
2024-01-30,21,광주시,태양광,0.87412
2024-01-30,22,광주시,태양광,0.66754
2024-01-30,23,광주시,태양광,0.36062
2024-01-30,24,광주시,태양광,0.05568
2024-01-30,1,대구시,태양광,0
2024-01-30,2,대구시,태양광,0
2024-01-30,3,대구시,태양광,0
2024-01-30,4,대구시,태양광,0
2024-01-30,5,대구시,태양광,0
2024-01-30,6,대구시,태양광,0
2024-01-30,7,대구시,태양광,0
2024-01-30,8,대구시,태양광,0.140756
2024-01-30,9,대구시,태양광,5.03343
2024-01-30,10,대구시,태양광,15.55671
2024-01-30,11,대구시,태양광,24.465079
2024-01-30,12,대구시,태양광,29.58484
2024-01-30,13,대구시,태양광,32.43528
2024-01-30,14,대구시,태양광,31.70017
2024-01-30,15,대구시,태양광,28.0496
2024-01-30,16,대구시,태양광,20.326484
2024-01-30,17,대구시,태양광,9.370199
2024-01-30,18,대구시,태양광,2.802223
2024-01-30,19,대구시,태양광,2.374888
2024-01-30,20,대구시,태양광,1.688828
2024-01-30,21,대구시,태양광,0.724968
2024-01-30,22,대구시,태양광,0.1776
2024-01-30,23,대구시,태양광,0
2024-01-30,24,대구시,태양광,0
2024-01-30,1,대전시,태양광,0
2024-01-30,2,대전시,태양광,0
2024-01-30,3,대전시,태양광,0
2024-01-30,4,대전시,태양광,0
2024-01-30,5,대전시,태양광,0
2024-01-30,6,대전시,태양광,0
2024-01-30,7,대전시,태양광,0
2024-01-30,8,대전시,태양광,0.008525
2024-01-30,9,대전시,태양광,0.915858
2024-01-30,10,대전시,태양광,3.507859
2024-01-30,11,대전시,태양광,5.419482
2024-01-30,12,대전시,태양광,7.204853
2024-01-30,13,대전시,태양광,8.242041
2024-01-30,14,대전시,태양광,8.003191
2024-01-30,15,대전시,태양광,6.991137
2024-01-30,16,대전시,태양광,5.274097
2024-01-30,17,대전시,태양광,2.624781
2024-01-30,18,대전시,태양광,0.392648
2024-01-30,19,대전시,태양광,0
2024-01-30,20,대전시,태양광,0
2024-01-30,21,대전시,태양광,0
2024-01-30,22,대전시,태양광,0
2024-01-30,23,대전시,태양광,0
2024-01-30,24,대전시,태양광,0
2024-01-30,1,부산시,태양광,0
2024-01-30,2,부산시,태양광,0
2024-01-30,3,부산시,태양광,0
2024-01-30,4,부산시,태양광,0
2024-01-30,5,부산시,태양광,0
2024-01-30,6,부산시,태양광,0
2024-01-30,7,부산시,태양광,0
2024-01-30,8,부산시,태양광,0.289615
2024-01-30,9,부산시,태양광,9.952789
2024-01-30,10,부산시,태양광,32.372321
2024-01-30,11,부산시,태양광,49.501864
2024-01-30,12,부산시,태양광,64.80996
2024-01-30,13,부산시,태양광,68.339956
2024-01-30,14,부산시,태양광,66.685057
