기준연월,시간대,행정동코드,행정동명,이동건수
2022-04,16,2641051000,서1동,108120
2022-04,15,2641051000,서1동,106295
2022-04,07,2641051000,서1동,132168
2022-04,19,2641051000,서1동,115337
2022-04,04,2641051000,서1동,146548
2022-04,06,2641051000,서1동,137066
2022-04,09,2641051000,서1동,115704
2022-04,10,2641051000,서1동,112255
2022-04,17,2641051000,서1동,110730
2022-04,21,2641051000,서1동,122972
2022-04,22,2641051000,서1동,127294
2022-04,12,2641051000,서1동,107784
2022-04,23,2641051000,서1동,138725
2022-04,07,2641052000,서2동,233316
2022-04,03,2641052000,서2동,218131
2022-04,02,2641052000,서2동,214675
2022-04,18,2641052000,서2동,255147
2022-04,14,2641052000,서2동,251212
2022-04,10,2641052000,서2동,248725
2022-04,01,2641052000,서2동,208058
2022-04,12,2641052000,서2동,249949
2022-04,17,2641052000,서2동,260456
2022-04,19,2641052000,서2동,256714
2022-04,22,2641052000,서2동,265823
2022-04,04,2641052000,서2동,221882
2022-04,20,2641052000,서2동,260072
2022-04,06,2641052000,서2동,219007
2022-04,09,2641052000,서2동,246698
2022-04,08,2641052000,서2동,243701
2022-04,00,2641052000,서2동,202235
2022-04,21,2641052000,서2동,263757
2022-04,15,2641052000,서2동,255170
2022-04,23,2641052000,서2동,205846
2022-04,11,2641052000,서2동,251158
2022-04,16,2641052000,서2동,257511
2022-04,13,2641052000,서2동,251172
2022-04,05,2641052000,서2동,221119
2022-04,00,2641053000,서3동,247931
2022-04,10,2641053000,서3동,209660
2022-04,05,2641053000,서3동,234057
2022-04,22,2641053000,서3동,225022
2022-04,01,2641053000,서3동,247066
2022-04,17,2641053000,서3동,214258
2022-04,06,2641053000,서3동,224252
2022-04,09,2641053000,서3동,212293
2022-04,19,2641053000,서3동,219953
2022-04,14,2641053000,서3동,205303
2022-04,13,2641053000,서3동,205603
2022-04,04,2641053000,서3동,240298
2022-04,20,2641053000,서3동,221113
2022-04,21,2641053000,서3동,222427
2022-04,08,2641053000,서3동,216182
2022-04,15,2641053000,서3동,207145
2022-04,12,2641053000,서3동,208470
2022-04,11,2641053000,서3동,210073
2022-04,02,2641053000,서3동,243722
2022-04,23,2641053000,서3동,245540
2022-04,16,2641053000,서3동,208476
2022-04,18,2641053000,서3동,216618
2022-04,03,2641053000,서3동,242646
2022-04,07,2641053000,서3동,218440
2022-04,20,2641055500,금사회동동,251450
2022-04,14,2641055500,금사회동동,375947
2022-04,13,2641055500,금사회동동,376618
2022-04,10,2641055500,금사회동동,386555
2022-04,05,2641055500,금사회동동,248452
2022-04,15,2641055500,금사회동동,374671
2022-04,01,2641055500,금사회동동,236640
2022-04,02,2641055500,금사회동동,237419
2022-04,19,2641055500,금사회동동,267736
2022-04,06,2641055500,금사회동동,270141
2022-04,18,2641055500,금사회동동,291250
2022-04,17,2641055500,금사회동동,347076
2022-04,16,2641055500,금사회동동,377337
2022-04,23,2641055500,금사회동동,240682
2022-04,09,2641055500,금사회동동,384446
2022-04,08,2641055500,금사회동동,375836
2022-04,12,2641055500,금사회동동,381434
2022-04,07,2641055500,금사회동동,334509
2022-04,11,2641055500,금사회동동,386467
2022-04,04,2641055500,금사회동동,243837
2022-04,00,2641055500,금사회동동,236766
2022-04,03,2641055500,금사회동동,239614
2022-04,21,2641055500,금사회동동,244901
2022-04,22,2641055500,금사회동동,240500
2022-04,17,2641057000,부곡1동,158921
2022-04,20,2641057000,부곡1동,183305
2022-04,06,2641057000,부곡1동,209571
2022-04,19,2641057000,부곡1동,175478
2022-04,04,2641057000,부곡1동,223446
2022-04,00,2641057000,부곡1동,218691
2022-04,08,2641057000,부곡1동,188922
2022-04,13,2641057000,부곡1동,153846
2022-04,12,2641057000,부곡1동,158474
2022-04,21,2641057000,부곡1동,192008
2022-04,23,2641057000,부곡1동,216810
2022-04,16,2641057000,부곡1동,153588
2022-04,15,2641057000,부곡1동,152477
2022-04,18,2641057000,부곡1동,167003
2022-04,05,2641057000,부곡1동,219578
2022-04,01,2641057000,부곡1동,221659
2022-04,14,2641057000,부곡1동,153629
2022-04,11,2641057000,부곡1동,161755
2022-04,02,2641057000,부곡1동,220857
2022-04,03,2641057000,부곡1동,222395
2022-04,22,2641057000,부곡1동,200062
2022-04,10,2641057000,부곡1동,168202
2022-04,07,2641057000,부곡1동,197776
2022-04,09,2641057000,부곡1동,176547
2022-04,17,2641058000,부곡2동,496263
2022-04,16,2641058000,부곡2동,487378
2022-04,08,2641058000,부곡2동,553444
2022-04,10,2641058000,부곡2동,531462
2022-04,20,2641058000,부곡2동,513132
2022-04,21,2641058000,부곡2동,522398
2022-04,03,2641058000,부곡2동,578853
2022-04,00,2641058000,부곡2동,587207
2022-04,02,2641058000,부곡2동,582495
2022-04,04,2641058000,부곡2동,573841
2022-04,18,2641058000,부곡2동,498790
2022-04,23,2641058000,부곡2동,598288
2022-04,14,2641058000,부곡2동,495548
2022-04,07,2641058000,부곡2동,555396
2022-04,19,2641058000,부곡2동,501591
2022-04,06,2641058000,부곡2동,559312
2022-04,22,2641058000,부곡2동,532311
2022-04,12,2641058000,부곡2동,507306
2022-04,09,2641058000,부곡2동,540575
2022-04,01,2641058000,부곡2동,584383
2022-04,13,2641058000,부곡2동,499208
2022-04,11,2641058000,부곡2동,519949
2022-04,05,2641058000,부곡2동,563173
2022-04,15,2641058000,부곡2동,492223
2022-04,05,2641059000,부곡3동,439215
2022-04,00,2641059000,부곡3동,409073
2022-04,17,2641059000,부곡3동,459712
2022-04,02,2641059000,부곡3동,423871
2022-04,22,2641059000,부곡3동,405365
2022-04,12,2641059000,부곡3동,489148
2022-04,16,2641059000,부곡3동,466481
2022-04,19,2641059000,부곡3동,416424
2022-04,03,2641059000,부곡3동,426328
2022-04,11,2641059000,부곡3동,492418
2022-04,09,2641059000,부곡3동,488330
2022-04,21,2641059000,부곡3동,405754
2022-04,20,2641059000,부곡3동,411509
2022-04,10,2641059000,부곡3동,494754
2022-04,08,2641059000,부곡3동,476995
2022-04,04,2641059000,부곡3동,436167
2022-04,01,2641059000,부곡3동,419737
2022-04,13,2641059000,부곡3동,487310
2022-04,15,2641059000,부곡3동,480614
2022-04,07,2641059000,부곡3동,445800
2022-04,23,2641059000,부곡3동,400648
2022-04,14,2641059000,부곡3동,485382
2022-04,06,2641059000,부곡3동,435244
2022-04,18,2641059000,부곡3동,431490
2022-04,03,2641059100,부곡4동,195588
2022-04,19,2641059100,부곡4동,259605
2022-04,12,2641059100,부곡4동,219880
2022-04,20,2641059100,부곡4동,266316
2022-04,14,2641059100,부곡4동,223312
2022-04,23,2641059100,부곡4동,207752
2022-04,02,2641059100,부곡4동,196977
2022-04,13,2641059100,부곡4동,220757
2022-04,05,2641059100,부곡4동,193975
2022-04,09,2641059100,부곡4동,220337
2022-04,18,2641059100,부곡4동,259164
2022-04,10,2641059100,부곡4동,219433
2022-04,17,2641059100,부곡4동,245767
2022-04,04,2641059100,부곡4동,188313
2022-04,22,2641059100,부곡4동,273901
2022-04,01,2641059100,부곡4동,199737
2022-04,21,2641059100,부곡4동,270827
2022-04,08,2641059100,부곡4동,218137
2022-04,00,2641059100,부곡4동,214513
2022-04,06,2641059100,부곡4동,199407
2022-04,16,2641059100,부곡4동,235892
2022-04,11,2641059100,부곡4동,216563
2022-04,07,2641059100,부곡4동,212819
2022-04,15,2641059100,부곡4동,229350
2022-04,03,2641060000,장전1동,721579
2022-04,05,2641060000,장전1동,719546
2022-04,20,2641060000,장전1동,648925
2022-04,18,2641060000,장전1동,637274
2022-04,02,2641060000,장전1동,720522
2022-04,07,2641060000,장전1동,696943
2022-04,23,2641060000,장전1동,696673
2022-04,11,2641060000,장전1동,616588
2022-04,21,2641060000,장전1동,658399
2022-04,16,2641060000,장전1동,593976
2022-04,22,2641060000,장전1동,671334
2022-04,04,2641060000,장전1동,722168
2022-04,13,2641060000,장전1동,598752
2022-04,09,2641060000,장전1동,641979
2022-04,10,2641060000,장전1동,619697
2022-04,17,2641060000,장전1동,615441
2022-04,12,2641060000,장전1동,619209
2022-04,14,2641060000,장전1동,587791
2022-04,00,2641060000,장전1동,708725
2022-04,01,2641060000,장전1동,719774
2022-04,15,2641060000,장전1동,587318
2022-04,08,2641060000,장전1동,663556
2022-04,19,2641060000,장전1동,638942
2022-04,06,2641060000,장전1동,710377
2022-04,02,2641061000,장전2동,810216
2022-04,09,2641061000,장전2동,884057
2022-04,08,2641061000,장전2동,823200
2022-04,04,2641061000,장전2동,807212
2022-04,03,2641061000,장전2동,806529
2022-04,05,2641061000,장전2동,812020
2022-04,00,2641061000,장전2동,836174
2022-04,23,2641061000,장전2동,863510
2022-04,16,2641061000,장전2동,1084580
2022-04,15,2641061000,장전2동,1082355
2022-04,14,2641061000,장전2동,1076395
2022-04,06,2641061000,장전2동,809509
2022-04,19,2641061000,장전2동,1081862
2022-04,01,2641061000,장전2동,815461
2022-04,12,2641061000,장전2동,999029
2022-04,17,2641061000,장전2동,1089958
2022-04,11,2641061000,장전2동,965836
2022-04,07,2641061000,장전2동,791601
2022-04,18,2641061000,장전2동,1086979
2022-04,20,2641061000,장전2동,1049833
2022-04,22,2641061000,장전2동,942451
2022-04,21,2641061000,장전2동,1000356
2022-04,10,2641061000,장전2동,937893
2022-04,13,2641061000,장전2동,1046617
2022-04,04,2641063500,선두구동,49083
2022-04,12,2641063500,선두구동,135042
2022-04,22,2641063500,선두구동,50801
2022-04,11,2641063500,선두구동,130789
2022-04,07,2641063500,선두구동,89967
2022-04,17,2641063500,선두구동,100456
2022-04,16,2641063500,선두구동,118505
2022-04,08,2641063500,선두구동,102771
2022-04,15,2641063500,선두구동,125906
2022-04,19,2641063500,선두구동,69715
2022-04,01,2641063500,선두구동,48312
2022-04,06,2641063500,선두구동,69998
2022-04,13,2641063500,선두구동,135417
2022-04,18,2641063500,선두구동,84665
2022-04,09,2641063500,선두구동,113794
2022-04,23,2641063500,선두구동,50185
2022-04,20,2641063500,선두구동,61422
2022-04,21,2641063500,선두구동,55662
2022-04,10,2641063500,선두구동,124725
2022-04,00,2641063500,선두구동,49356
2022-04,05,2641063500,선두구동,55237
2022-04,03,2641063500,선두구동,47484
2022-04,02,2641063500,선두구동,47228
2022-04,14,2641063500,선두구동,129860
2022-04,13,2641066500,청룡노포동,399593
2022-04,12,2641066500,청룡노포동,394670
2022-04,06,2641066500,청룡노포동,299557
2022-04,04,2641066500,청룡노포동,277185
2022-04,02,2641066500,청룡노포동,271472
2022-04,14,2641066500,청룡노포동,392809
2022-04,11,2641066500,청룡노포동,389377
2022-04,22,2641066500,청룡노포동,273392
2022-04,21,2641066500,청룡노포동,278990
2022-04,05,2641066500,청룡노포동,279159
2022-04,20,2641066500,청룡노포동,286689
2022-04,03,2641066500,청룡노포동,273039
2022-04,19,2641066500,청룡노포동,293827
2022-04,00,2641066500,청룡노포동,272932
2022-04,08,2641066500,청룡노포동,331742
2022-04,07,2641066500,청룡노포동,314251
2022-04,16,2641066500,청룡노포동,368797
2022-04,15,2641066500,청룡노포동,383738
2022-04,17,2641066500,청룡노포동,350755
2022-04,18,2641066500,청룡노포동,321441
2022-04,23,2641066500,청룡노포동,267760
2022-04,10,2641066500,청룡노포동,377505
2022-04,01,2641066500,청룡노포동,270550
2022-04,09,2641066500,청룡노포동,357557
2022-04,11,2641067000,남산동,860532
2022-04,13,2641067000,남산동,836266
2022-04,00,2641067000,남산동,998156
2022-04,21,2641067000,남산동,961818
2022-04,06,2641067000,남산동,982923
2022-04,15,2641067000,남산동,832891
2022-04,01,2641067000,남산동,1002906
2022-04,16,2641067000,남산동,839904
2022-04,19,2641067000,남산동,920064
2022-04,09,2641067000,남산동,881876
2022-04,12,2641067000,남산동,852427
2022-04,05,2641067000,남산동,1006749
2022-04,14,2641067000,남산동,831103
2022-04,23,2641067000,남산동,994718
2022-04,17,2641067000,남산동,859015
2022-04,07,2641067000,남산동,933425
2022-04,18,2641067000,남산동,891888
2022-04,02,2641067000,남산동,1006675
2022-04,03,2641067000,남산동,1009031
2022-04,10,2641067000,남산동,866991
2022-04,04,2641067000,남산동,1009752
2022-04,22,2641067000,남산동,984546
2022-04,08,2641067000,남산동,899850
2022-04,20,2641067000,남산동,941063
2022-04,05,2641068000,구서1동,364292
2022-04,06,2641068000,구서1동,367136
2022-04,01,2641068000,구서1동,377155
2022-04,12,2641068000,구서1동,390874
2022-04,02,2641068000,구서1동,373207
2022-04,10,2641068000,구서1동,396857
2022-04,16,2641068000,구서1동,389035
2022-04,00,2641068000,구서1동,384042
2022-04,04,2641068000,구서1동,363655
2022-04,14,2641068000,구서1동,386477
2022-04,07,2641068000,구서1동,396033
2022-04,03,2641068000,구서1동,371411
2022-04,20,2641068000,구서1동,399968
2022-04,18,2641068000,구서1동,406592
2022-04,17,2641068000,구서1동,397402
2022-04,08,2641068000,구서1동,403753
2022-04,23,2641068000,구서1동,370891
2022-04,22,2641068000,구서1동,381182
2022-04,13,2641068000,구서1동,384876
2022-04,11,2641068000,구서1동,394745
2022-04,21,2641068000,구서1동,390357
2022-04,09,2641068000,구서1동,398443
2022-04,15,2641068000,구서1동,390126
2022-04,19,2641068000,구서1동,402657
2022-04,13,2641069000,구서2동,611952
2022-04,16,2641069000,구서2동,642497
2022-04,10,2641069000,구서2동,656552
2022-04,22,2641069000,구서2동,805025
2022-04,21,2641069000,구서2동,785099
2022-04,18,2641069000,구서2동,716761
2022-04,14,2641069000,구서2동,608719
2022-04,12,2641069000,구서2동,619718
2022-04,07,2641069000,구서2동,773840
2022-04,03,2641069000,구서2동,863831
2022-04,20,2641069000,구서2동,764245
2022-04,19,2641069000,구서2동,744011
2022-04,17,2641069000,구서2동,676921
2022-04,08,2641069000,구서2동,716847
2022-04,11,2641069000,구서2동,634761
2022-04,00,2641069000,구서2동,863175
2022-04,15,2641069000,구서2동,616875
2022-04,09,2641069000,구서2동,686192
2022-04,04,2641069000,구서2동,860530
2022-04,02,2641069000,구서2동,863688
2022-04,06,2641069000,구서2동,828793
2022-04,05,2641069000,구서2동,850851
2022-04,01,2641069000,구서2동,864045
2022-04,23,2641069000,구서2동,858117
2022-04,16,2641070000,금성동,43993
2022-04,11,2641070000,금성동,54906
2022-04,05,2641070000,금성동,31253
2022-04,04,2641070000,금성동,31996
2022-04,08,2641070000,금성동,34611
2022-04,02,2641070000,금성동,32443
2022-04,10,2641070000,금성동,45907
2022-04,07,2641070000,금성동,32111
2022-04,21,2641070000,금성동,32889
2022-04,18,2641070000,금성동,35363
2022-04,00,2641070000,금성동,31962
2022-04,01,2641070000,금성동,32582
2022-04,14,2641070000,금성동,57894
2022-04,23,2641070000,금성동,32101
2022-04,13,2641070000,금성동,60350
2022-04,03,2641070000,금성동,32646
2022-04,20,2641070000,금성동,32811
2022-04,06,2641070000,금성동,31282
2022-04,15,2641070000,금성동,50641
2022-04,19,2641070000,금성동,34421
2022-04,17,2641070000,금성동,38221
2022-04,22,2641070000,금성동,34106
2022-04,12,2641070000,금성동,59918
2022-04,09,2641070000,금성동,38669
2022-04,09,2644051000,대저1동,540590
2022-04,17,2644051000,대저1동,509724
2022-04,02,2644051000,대저1동,242697
2022-04,05,2644051000,대저1동,285898
2022-04,23,2644051000,대저1동,235793
2022-04,11,2644051000,대저1동,569488
2022-04,00,2644051000,대저1동,236233
2022-04,08,2644051000,대저1동,509802
2022-04,19,2644051000,대저1동,340934
2022-04,20,2644051000,대저1동,318494
2022-04,03,2644051000,대저1동,245600
2022-04,14,2644051000,대저1동,580921
2022-04,15,2644051000,대저1동,572404
2022-04,12,2644051000,대저1동,573462
2022-04,06,2644051000,대저1동,342417
2022-04,04,2644051000,대저1동,256200
2022-04,16,2644051000,대저1동,551925
2022-04,01,2644051000,대저1동,238918
2022-04,13,2644051000,대저1동,582776
2022-04,22,2644051000,대저1동,289453
2022-04,10,2644051000,대저1동,563761
2022-04,18,2644051000,대저1동,407194
2022-04,07,2644051000,대저1동,429918
2022-04,21,2644051000,대저1동,301266
2022-04,00,2644052000,대저2동,258223
2022-04,08,2644052000,대저2동,635522
2022-04,21,2644052000,대저2동,319977
2022-04,16,2644052000,대저2동,681337
2022-04,13,2644052000,대저2동,759044
2022-04,03,2644052000,대저2동,261004
2022-04,14,2644052000,대저2동,753613
2022-04,23,2644052000,대저2동,258758
2022-04,19,2644052000,대저2동,428222
2022-04,20,2644052000,대저2동,389489
2022-04,18,2644052000,대저2동,478408
2022-04,07,2644052000,대저2동,543333
2022-04,11,2644052000,대저2동,728423
2022-04,06,2644052000,대저2동,448935
2022-04,22,2644052000,대저2동,290327
2022-04,05,2644052000,대저2동,315771
2022-04,10,2644052000,대저2동,736784
2022-04,15,2644052000,대저2동,734249
2022-04,04,2644052000,대저2동,268418
2022-04,17,2644052000,대저2동,576632
2022-04,02,2644052000,대저2동,260554
2022-04,09,2644052000,대저2동,701492
2022-04,12,2644052000,대저2동,744850
2022-04,01,2644052000,대저2동,260871
2022-04,22,2644053000,강동동,76249
2022-04,04,2644053000,강동동,71877
2022-04,07,2644053000,강동동,118683
2022-04,17,2644053000,강동동,122953
2022-04,23,2644053000,강동동,74389
2022-04,01,2644053000,강동동,71693
2022-04,14,2644053000,강동동,138171
2022-04,03,2644053000,강동동,70806
2022-04,20,2644053000,강동동,84197
2022-04,00,2644053000,강동동,72881
2022-04,19,2644053000,강동동,90355
2022-04,09,2644053000,강동동,136635
2022-04,06,2644053000,강동동,96854
2022-04,12,2644053000,강동동,140127
2022-04,15,2644053000,강동동,136002
2022-04,18,2644053000,강동동,101974
2022-04,13,2644053000,강동동,139731
2022-04,08,2644053000,강동동,128228
2022-04,21,2644053000,강동동,79790
2022-04,10,2644053000,강동동,139137
2022-04,16,2644053000,강동동,139540
2022-04,02,2644053000,강동동,70608
2022-04,05,2644053000,강동동,79007
2022-04,11,2644053000,강동동,140293
2022-04,11,2644053500,명지1동,1101168
2022-04,01,2644053500,명지1동,1246706
2022-04,10,2644053500,명지1동,1092403
2022-04,12,2644053500,명지1동,1109082
2022-04,06,2644053500,명지1동,1249637
2022-04,05,2644053500,명지1동,1255802
2022-04,08,2644053500,명지1동,1110313
2022-04,09,2644053500,명지1동,1095640
2022-04,22,2644053500,명지1동,1225644
2022-04,14,2644053500,명지1동,1109578
2022-04,18,2644053500,명지1동,1243300
2022-04,21,2644053500,명지1동,1237926
2022-04,07,2644053500,명지1동,1164371
2022-04,00,2644053500,명지1동,1247945
2022-04,13,2644053500,명지1동,1110565
2022-04,17,2644053500,명지1동,1189438
2022-04,03,2644053500,명지1동,1250670
2022-04,16,2644053500,명지1동,1135884
2022-04,23,2644053500,명지1동,1254201
2022-04,04,2644053500,명지1동,1254404
2022-04,15,2644053500,명지1동,1118769
2022-04,02,2644053500,명지1동,1250089
2022-04,20,2644053500,명지1동,1251988
2022-04,19,2644053500,명지1동,1253311
2022-04,11,2644054500,명지2동,537041
2022-04,22,2644054500,명지2동,643002
2022-04,12,2644054500,명지2동,531478
2022-04,06,2644054500,명지2동,650393
2022-04,19,2644054500,명지2동,611896
2022-04,14,2644054500,명지2동,526800
2022-04,09,2644054500,명지2동,559284
2022-04,07,2644054500,명지2동,609474
2022-04,01,2644054500,명지2동,672571
2022-04,20,2644054500,명지2동,624476
2022-04,00,2644054500,명지2동,674798
2022-04,03,2644054500,명지2동,670594
2022-04,08,2644054500,명지2동,580561
2022-04,15,2644054500,명지2동,532314
2022-04,05,2644054500,명지2동,665027
2022-04,16,2644054500,명지2동,541164
2022-04,23,2644054500,명지2동,666332
2022-04,17,2644054500,명지2동,564016
2022-04,10,2644054500,명지2동,541755
2022-04,04,2644054500,명지2동,668950
2022-04,02,2644054500,명지2동,671866
2022-04,13,2644054500,명지2동,525648
2022-04,21,2644054500,명지2동,634777
2022-04,18,2644054500,명지2동,593501
2022-04,00,2644055000,가락동,81304
2022-04,13,2644055000,가락동,178670
2022-04,23,2644055000,가락동,82184
2022-04,04,2644055000,가락동,86555
2022-04,18,2644055000,가락동,123999
2022-04,09,2644055000,가락동,166674
2022-04,07,2644055000,가락동,149344
2022-04,02,2644055000,가락동,82932
2022-04,03,2644055000,가락동,83731
2022-04,14,2644055000,가락동,179535
2022-04,16,2644055000,가락동,167376
2022-04,10,2644055000,가락동,169848
2022-04,05,2644055000,가락동,96765
2022-04,08,2644055000,가락동,158291
2022-04,17,2644055000,가락동,150237
2022-04,06,2644055000,가락동,118832
2022-04,11,2644055000,가락동,174178
2022-04,19,2644055000,가락동,106354
2022-04,21,2644055000,가락동,90803
2022-04,12,2644055000,가락동,176715
2022-04,15,2644055000,가락동,173741
2022-04,01,2644055000,가락동,82361
2022-04,20,2644055000,가락동,97481
2022-04,22,2644055000,가락동,87665
2022-04,01,2644056000,녹산동,1185385
2022-04,23,2644056000,녹산동,1171928
2022-04,21,2644056000,녹산동,1237263
2022-04,02,2644056000,녹산동,1189447
2022-04,10,2644056000,녹산동,2025805
2022-04,20,2644056000,녹산동,1252724
2022-04,04,2644056000,녹산동,1195567
2022-04,08,2644056000,녹산동,1968244
2022-04,16,2644056000,녹산동,1878951
2022-04,11,2644056000,녹산동,2014488
2022-04,05,2644056000,녹산동,1232115
2022-04,15,2644056000,녹산동,1969042
2022-04,19,2644056000,녹산동,1370470
2022-04,17,2644056000,녹산동,1655614
2022-04,00,2644056000,녹산동,1182667
2022-04,18,2644056000,녹산동,1463287
2022-04,14,2644056000,녹산동,2001605
2022-04,07,2644056000,녹산동,1834324
2022-04,22,2644056000,녹산동,1237420
2022-04,13,2644056000,녹산동,2007721
2022-04,09,2644056000,녹산동,2006504
2022-04,06,2644056000,녹산동,1431806
2022-04,03,2644056000,녹산동,1189892
2022-04,12,2644056000,녹산동,2007270
2022-04,19,2644058000,가덕도동,129271
2022-04,02,2644058000,가덕도동,107853
2022-04,01,2644058000,가덕도동,107527
2022-04,14,2644058000,가덕도동,203807
2022-04,12,2644058000,가덕도동,197357
2022-04,10,2644058000,가덕도동,193766
2022-04,21,2644058000,가덕도동,120166
2022-04,06,2644058000,가덕도동,125971
2022-04,22,2644058000,가덕도동,116735
2022-04,20,2644058000,가덕도동,123948
2022-04,08,2644058000,가덕도동,158264
2022-04,05,2644058000,가덕도동,111720
2022-04,07,2644058000,가덕도동,141471
2022-04,04,2644058000,가덕도동,107451
2022-04,23,2644058000,가덕도동,107465
2022-04,17,2644058000,가덕도동,156352
2022-04,15,2644058000,가덕도동,198684
2022-04,03,2644058000,가덕도동,106755
2022-04,18,2644058000,가덕도동,139284
2022-04,11,2644058000,가덕도동,201129
2022-04,13,2644058000,가덕도동,201483
2022-04,16,2644058000,가덕도동,179898
2022-04,09,2644058000,가덕도동,177472
2022-04,00,2644058000,가덕도동,106227
2022-04,17,2647061000,거제1동,885372
2022-04,02,2647061000,거제1동,710342
2022-04,16,2647061000,거제1동,904173
2022-04,05,2647061000,거제1동,739051
2022-04,23,2647061000,거제1동,675934
2022-04,10,2647061000,거제1동,919415
2022-04,01,2647061000,거제1동,700973
2022-04,21,2647061000,거제1동,813181
2022-04,18,2647061000,거제1동,834412
2022-04,22,2647061000,거제1동,809987
2022-04,08,2647061000,거제1동,865791
2022-04,07,2647061000,거제1동,782672
2022-04,00,2647061000,거제1동,688588
2022-04,11,2647061000,거제1동,918874
2022-04,20,2647061000,거제1동,809162
2022-04,19,2647061000,거제1동,807673
2022-04,15,2647061000,거제1동,908253
2022-04,14,2647061000,거제1동,912862
2022-04,09,2647061000,거제1동,901062
2022-04,06,2647061000,거제1동,743610
2022-04,12,2647061000,거제1동,901847
2022-04,03,2647061000,거제1동,712333
2022-04,13,2647061000,거제1동,915541
2022-04,04,2647061000,거제1동,718061
2022-04,14,2647062000,거제2동,453331
2022-04,20,2647062000,거제2동,412471
2022-04,01,2647062000,거제2동,398900
2022-04,05,2647062000,거제2동,417218
2022-04,13,2647062000,거제2동,448143
2022-04,16,2647062000,거제2동,438899
2022-04,06,2647062000,거제2동,425916
2022-04,23,2647062000,거제2동,391389
2022-04,15,2647062000,거제2동,447329
2022-04,04,2647062000,거제2동,406840
2022-04,07,2647062000,거제2동,421252
2022-04,00,2647062000,거제2동,399726
2022-04,19,2647062000,거제2동,409774
2022-04,08,2647062000,거제2동,443223
2022-04,18,2647062000,거제2동,413881
2022-04,03,2647062000,거제2동,402256
2022-04,11,2647062000,거제2동,447146
2022-04,22,2647062000,거제2동,399800
2022-04,17,2647062000,거제2동,435118
2022-04,10,2647062000,거제2동,456406
2022-04,12,2647062000,거제2동,450220
2022-04,21,2647062000,거제2동,408426
2022-04,09,2647062000,거제2동,450698
2022-04,02,2647062000,거제2동,400857
2022-04,22,2647063000,거제3동,331589
2022-04,06,2647063000,거제3동,337265
2022-04,05,2647063000,거제3동,339632
2022-04,01,2647063000,거제3동,330644
2022-04,09,2647063000,거제3동,328705
2022-04,12,2647063000,거제3동,327880
2022-04,17,2647063000,거제3동,336888
2022-04,14,2647063000,거제3동,321630
2022-04,03,2647063000,거제3동,331437
2022-04,18,2647063000,거제3동,344663
2022-04,16,2647063000,거제3동,327897
2022-04,11,2647063000,거제3동,326737
2022-04,00,2647063000,거제3동,328411
2022-04,08,2647063000,거제3동,330093
2022-04,21,2647063000,거제3동,335852
2022-04,15,2647063000,거제3동,324824
2022-04,20,2647063000,거제3동,341624
2022-04,13,2647063000,거제3동,322409
2022-04,19,2647063000,거제3동,347848
2022-04,04,2647063000,거제3동,337063
2022-04,02,2647063000,거제3동,330951
2022-04,23,2647063000,거제3동,336381
2022-04,10,2647063000,거제3동,320416
2022-04,07,2647063000,거제3동,332118
2022-04,19,2647064000,거제4동,157828
2022-04,10,2647064000,거제4동,165757
2022-04,08,2647064000,거제4동,185673
2022-04,12,2647064000,거제4동,152613
2022-04,17,2647064000,거제4동,144457
2022-04,03,2647064000,거제4동,210906
2022-04,21,2647064000,거제4동,174743
2022-04,11,2647064000,거제4동,157867
2022-04,09,2647064000,거제4동,174290
2022-04,18,2647064000,거제4동,150048
2022-04,02,2647064000,거제4동,211637
2022-04,13,2647064000,거제4동,148741
2022-04,00,2647064000,거제4동,211432
2022-04,07,2647064000,거제4동,194075
2022-04,23,2647064000,거제4동,204128
2022-04,16,2647064000,거제4동,140703
2022-04,01,2647064000,거제4동,210809
2022-04,20,2647064000,거제4동,165845
2022-04,14,2647064000,거제4동,147150
2022-04,22,2647064000,거제4동,183858
2022-04,04,2647064000,거제4동,206552
2022-04,06,2647064000,거제4동,199535
2022-04,05,2647064000,거제4동,204225
2022-04,15,2647064000,거제4동,144377
2022-04,21,2647065000,연산1동,597794
2022-04,10,2647065000,연산1동,492528
2022-04,00,2647065000,연산1동,592387
2022-04,04,2647065000,연산1동,603675
2022-04,17,2647065000,연산1동,540250
2022-04,07,2647065000,연산1동,557523
2022-04,18,2647065000,연산1동,567226
2022-04,01,2647065000,연산1동,598644
2022-04,06,2647065000,연산1동,582762
2022-04,13,2647065000,연산1동,483265
2022-04,12,2647065000,연산1동,481212
2022-04,22,2647065000,연산1동,598115
2022-04,19,2647065000,연산1동,581791
2022-04,02,2647065000,연산1동,600176
2022-04,23,2647065000,연산1동,589992
2022-04,11,2647065000,연산1동,482208
2022-04,15,2647065000,연산1동,500575
2022-04,14,2647065000,연산1동,485330
2022-04,16,2647065000,연산1동,517249
2022-04,20,2647065000,연산1동,591672
2022-04,03,2647065000,연산1동,601714
2022-04,05,2647065000,연산1동,598685
2022-04,09,2647065000,연산1동,508581
2022-04,08,2647065000,연산1동,530249
2022-04,17,2647066000,연산2동,487787
2022-04,04,2647066000,연산2동,585186
2022-04,15,2647066000,연산2동,489898
2022-04,18,2647066000,연산2동,469989
2022-04,05,2647066000,연산2동,583454
2022-04,16,2647066000,연산2동,486318
2022-04,01,2647066000,연산2동,558994
2022-04,07,2647066000,연산2동,546653
